2	143.54	0	157.89		2019-06-28 15:24:10.959000			true	false	0	покупка за счет средств получателя социальных услуг и доставка на дом продуктов питания, промышленных товаров первой необходимости, средств санитарии и гигиены, средств ухода, книг, газет, журналов		1
3	143.54	0	157.89		2019-06-28 15:24:10.986000			true	false	0	помощь в приготовлении пищи		1
4	71.77	0	78.95		2019-06-28 15:24:10.996000			true	false	0	оплата за счет средств получателя социальных услуг жилищно-коммунальных услуг и услуг связи		1
5	215.32	0	236.85		2019-06-28 15:24:11.005000			true	false	0	сдача за счет средств получателя социальных услуг вещей в стирку, химчистку, ремонт, обратная их доставка		1
6	215.32	0	236.85		2019-06-28 15:24:11.015000			true	false	0	покупка за счет средств получателя социальных услуг топлива, содействие в обеспечении топливом (в жилых помещениях без центрального отопления)		1
7	95.7	0	105.27		2019-06-28 15:24:11.025000			true	false	0	Топка печей		1
8	143.54	0	157.89		2019-06-28 15:24:11.035000			true	false	0	обеспечение водой (в жилых помещениях без центрального водоснабжения)		1
9	47.85	0	52.64		2019-06-28 15:24:11.044000			true	false	0	организация помощи в проведении ремонта жилых помещений		1
10	861.27	0	947.4		2019-06-28 15:24:11.054000			true	false	0	обеспечение кратковременного присмотра за детьми		1
11	287.09	0	315.8		2019-06-28 15:24:11.064000			true	false	0	уборка жилых помещений		1
12	191.39	0	210.53		2019-06-28 15:24:11.073000			true	false	0	содействие в организации предоставления услуг организациями торговли, коммунально-бытового обслуживания, связи и другими организациями, оказывающими  услуги населению, в пределах района проживания		1
13	71.77	0	78.95		2019-06-28 15:24:11.083000			true	false	0	оказание помощи в написании и прочтении писем и иных документов		1
14	430.63	0	473.69		2019-06-28 15:24:11.093000			true	false	0	предоставление гигиенических услуг лицам, не способным по состоянию здоровья самостоятельно осуществлять за собой уход		1
15	95.7	0	105.27		2019-06-28 15:24:11.104000			true	false	0	отправка за счет средств получателя социальных услуг почтовой корреспонденции		1
16	167.47	0	184.22		2019-06-28 15:24:11.116000			true	false	0	помощь в приеме пищи (кормление)		1
17	0	0	0		2019-06-28 15:24:11.130000			true	false	0	организация ритуальных услуг (при отсутствии у умерших клиентов родственников или в связи с их нежеланием заниматься погребением)		1
19	71.77	0	78.95		2019-06-28 15:24:11.160000			true	false	0	"выполнение процедур, связанных с организацией ухода, наблюдением за состоянием здоровья получателей социальных услуг (измерение температуры тела, артериального давления, контроль за приемом лекарств и
др.)"		18
20	95.7	0	105.27		2019-06-28 15:24:11.168000			true	false	0	оказание содействия в проведении оздоровительных мероприятий		18
21	71.77	0	78.95		2019-06-28 15:24:11.176000			true	false	0	систематическое наблюдение за получателями социальных услуг в целях выявления отклонений в состоянии их здоровья		18
22	143.55	0	157.91		2019-06-28 15:24:11.185000			true	false	0	"консультирование по социально-медицинским вопросам (поддержания и сохранения здоровья получателей социальных услуг, проведения оздоровительных мероприятий, наблюдения за получателями социальных
услуг в целях выявления отклонений в состоянии их здоровья)"		18
23	382.79	0	421.07		2019-06-28 15:24:11.195000			true	false	0	"оказание или содействие в оказании медицинской помощи
в медицинских организациях в объеме, предусмотренном территориальной программой государственных гарантий бесплатного оказания гражданам медицинской помощи"		18
24	143.54	0	157.89		2019-06-28 15:24:11.206000			true	false	0	содействие в обеспечении по медицинским показаниям лекарственными препаратами и изделиями медицинского назначения, в том числе за счет средств получателя социальных услуг		18
53	144.33	0	158.76		2019-06-28 15:24:11.443000			true	false	0	проведение социально-реабилитационных мероприятий в сфере социального обслуживания		51
54	96.22	0	105.84		2019-06-28 15:24:11.450000			true	false	0	обучение навыкам поведения в быту и общественных местах		51
55	72.15	0	79.37		2019-06-28 15:24:11.457000			true	false	0	оказание помощи в обучении навыкам компьютерной грамотности		51
25	47.85	0	52.64		2019-06-28 15:24:11.217000			true	false	0	"проведение в соответствии с назначением лечащего врача медицинских процедур (подкожные и внутримышечные инъекции лекарственных препаратов, наложение компрессов, перевязка, обработка пролежней, раневых поверхностей, выполнение очистительных клизм, забор материалов
для проведения лабораторных исследований, оказание помощи в пользовании катетерами и другими медицинскими изделиями) при наличии лицензии на осуществление медицинской деятельности данного вида"		18
26	143.54	0	157.89		2019-06-28 15:24:11.225000			true	false	0	оказание экстренной доврачебной помощи, вызов врача на дом, сопровождение обслуживаемых граждан в медицинских организациях, подведомственных уполномоченному органу исполнительной власти Приморского края в сфере здравоохранения, и посещение их в этих организациях в случае госпитализации		18
28	444.84	0	489.32		2019-06-28 15:24:11.242000			true	false	0	социально-психологическое консультирование (в том числе по вопросам внутрисемейных отношений)		27
29	88.97	0	97.87		2019-06-28 15:24:11.249000			true	false	0	  социально-психологический патронаж		27
30	185.36	0	203.9		2019-06-28 15:24:11.256000			true	false	0	оказание консультационной психологической помощи анонимно		27
31	95.7	0	105.27		2019-06-28 15:24:11.262000			true	false	0	оказание психологической помощи, в том числе беседы, общение, выслушивание, подбадривание, мотивация к активности, психологическая поддержка жизненного тонуса клиентов, обслуживаемых на дому		27
33	192.43	0	211.67		2019-06-28 15:24:11.279000			true	false	0	"социально-педагогическая коррекция, включая диагностику и
консультирование"		32
34	144.33	0	158.76		2019-06-28 15:24:11.286000			true	false	0	формирование позитивных интересов (в том числе в сфере досуга)		32
35	432.98	0	476.28		2019-06-28 15:24:11.293000			true	false	0	организация досуга (праздники, экскурсии и другие культурные мероприятия)		32
36	72.15	0	79.37		2019-06-28 15:24:11.301000			true	false	0	обучение практическим навыкам общего ухода за тяжелобольными получателями социальных услуг, получателями социальных услуг, имеющими ограничения жизнедеятельности, в том числе за детьми-инвалидами		32
37	0	0	0		2019-06-28 15:24:11.308000			true	false	0	организация помощи родителям и иным законным представителям детей-инвалидов, воспитываемых дома, в обучении таких детей навыкам самообслуживания, общения, направленным на развитие личности		32
39	96.22	0	105.84		2019-06-28 15:24:11.327000			true	false	0	оказание помощи в трудоустройстве		38
40	216.46	0	238.11		2019-06-28 15:24:11.334000			true	false	0	проведение мероприятий по использованию трудовых возможностей и обучению доступным профессиональным навыкам		38
41	0	0	0		2019-06-28 15:24:11.341000			true	false	0	организация помощи в получении образования, в том числе профессионального образования, инвалидами (детьми-инвалидами) в соответствии с их способностями		38
43	216.46	0	238.11		2019-06-28 15:24:11.359000			true	false	0	оказание помощи в оформлении и восстановлении утраченных документов получателей социальных услуг		42
44	81.77	0	89.95		2019-06-28 15:24:11.367000			true	false	0	оказание помощи в получении юридических услуг		42
45	245.36	0	269.9		2019-06-28 15:24:11.374000			true	false	0	оказание помощи в защите прав и законных интересов получателей социальных услуг		42
46	72.15	0	79.37		2019-06-28 15:24:11.382000			true	false	0	консультирование по вопросам, связанным с правом граждан на социальное обслуживание и защиту своих интересов		42
47	95.7	0	105.27		2019-06-28 15:24:11.392000			true	false	0	оказание помощи в вопросах, связанных с пенсионным обеспечением		42
49	0	0	0		2019-06-28 15:24:11.409000			true	false	0	оказание материальной помощи, в соответствии с порядком, утвержденным Губернатором Приморского края 		48
50	216.47	0	238.12		2019-06-28 15:24:11.416000			true	false	0	"содействие населению в получении полагающихся льгот, пособий, компенсаций, алиментов и других выплат, улучшении жилищных условий в соответствии с федеральным законодательством и законодательством
Приморского края"		48
52	96.22	0	105.84		2019-06-28 15:24:11.437000			true	false	0	обучение инвалидов пользованию средствами ухода и техническими средствами реабилитации		51
